month_year,negative,positive
2020-04,1,0
2020-04,1,0
2020-04,0,1
2020-04,1,0
2020-04,1,0
2020-04,0,1
2020-04,0,1
2020-04,1,0
2020-04,1,0
2020-04,0,1
2020-04,1,0
2020-04,1,0
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,0,1
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,1,0
2020-04,0,1
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,0,1
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,1,0
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,1,0
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,1,0
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,0,1
2020-04,0,1
2020-04,1,0
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,0,1
2020-04,0,1
2020-04,1,0
2020-04,0,1
2020-04,1,0
2020-04,0,1
2020-04,0,1
2020-04,1,0
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,1,0
2020-04,0,1
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,1,0
2020-04,0,1
2020-04,0,1
2020-04,1,0
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,1,0
2020-04,0,1
2020-04,1,0
2020-04,1,0
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,0,1
2020-04,1,0
2020-04,1,0
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,0,1
2020-04,1,0
2020-04,0,1
2020-04,1,0
2020-04,1,0
2020-04,0,1
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,0,1
2020-04,0,1
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,0,1
2020-04,1,0
2020-04,1,0
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,1,0
2020-04,1,0
2020-04,0,1
2020-04,1,0
2020-04,1,0
2020-04,0,1
2020-04,1,0
2020-04,0,1
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,0,1
2020-04,0,1
2020-04,1,0
2020-04,0,1
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,1,0
2020-04,1,0
2020-04,0,1
2020-04,0,1
2020-04,1,0
2020-04,1,0
2020-04,0,1
2020-04,0,1
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,1,0
2020-04,0,1
2020-04,1,0
2020-04,0,1
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,0,1
2020-04,0,1
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,1,0
2020-04,1,0
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,1,0
2020-04,1,0
2020-04,0,1
2020-04,1,0
2020-04,0,1
2020-04,1,0
2020-04,0,1
2020-04,0,1
2020-04,1,0
2020-04,1,0
2020-04,0,1
2020-04,0,1
2020-04,1,0
2020-04,0,1
2020-04,0,1
2020-04,1,0
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,1,0
2020-04,0,1
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,0,1
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,0,1
2020-04,0,1
2020-04,1,0
2020-04,1,0
2020-04,0,1
2020-04,1,0
2020-04,1,0
2020-04,0,1
2020-04,0,1
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,1,0
2020-04,0,1
2020-04,1,0
2020-04,1,0
2020-04,0,1
2020-04,0,1
2020-04,1,0
2020-04,0,1
2020-04,0,1
2020-04,1,0
2020-04,0,1
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,1,0
2020-04,0,1
2020-04,1,0
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,1,0
2020-04,1,0
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,1,0
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,0,1
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,1,0
2020-04,0,1
2020-04,0,1
2020-04,1,0
2020-04,0,1
2020-04,1,0
2020-04,1,0
2020-04,0,1
2020-04,1,0
2020-04,0,1
2020-04,1,0
2020-04,1,0
2020-03,1,0
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,1,0
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,1,0
2020-03,0,1
2020-03,1,0
2020-03,0,1
2020-03,1,0
2020-03,0,1
2020-03,1,0
2020-03,1,0
2020-03,0,1
2020-03,0,1
2020-03,1,0
2020-03,1,0
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,1,0
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,1,0
2020-03,1,0
2020-03,1,0
2020-03,1,0
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,1,0
2020-03,0,1
2020-03,1,0
2020-03,1,0
2020-03,1,0
2020-03,1,0
2020-03,1,0
2020-03,0,1
2020-03,1,0
2020-03,1,0
2020-03,1,0
2020-03,1,0
2020-03,1,0
2020-03,1,0
2020-03,1,0
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,1,0
2020-03,0,1
2020-03,1,0
2020-03,1,0
2020-03,0,1
2020-03,1,0
2020-03,1,0
2020-03,1,0
2020-03,0,1
2020-03,1,0
2020-03,1,0
2020-03,1,0
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,1,0
2020-03,0,1
2020-03,0,1
2020-03,1,0
2020-03,0,1
2020-03,1,0
2020-03,1,0
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,1,0
2020-03,0,1
2020-03,1,0
2020-03,0,1
2020-03,0,1
2020-03,1,0
2020-03,1,0
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,1,0
2020-03,1,0
2020-03,1,0
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,1,0
2020-03,0,1
2020-03,1,0
2020-03,1,0
2020-03,0,1
2020-03,1,0
2020-03,1,0
2020-03,0,1
2020-03,1,0
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,1,0
2020-03,1,0
2020-03,0,1
2020-03,1,0
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,1,0
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,1,0
2020-03,0,1
2020-03,1,0
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,1,0
2020-03,1,0
2020-03,1,0
2020-03,0,1
2020-03,1,0
2020-03,0,1
2020-03,0,1
2020-03,1,0
2020-03,1,0
2020-03,0,1
2020-03,1,0
2020-03,0,1
2020-03,1,0
2020-03,1,0
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,1,0
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,1,0
2020-03,1,0
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,1,0
2020-03,1,0
2020-03,1,0
2020-03,1,0
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,1,0
2020-03,0,1
2020-03,0,1
2020-03,1,0
2020-03,1,0
2020-03,1,0
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,1,0
2020-03,1,0
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,1,0
2020-03,1,0
2020-03,0,1
2020-03,1,0
2020-03,1,0
2020-03,1,0
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,1,0
2020-03,1,0
2020-03,0,1
2020-03,0,1
2020-03,1,0
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,1,0
2020-03,1,0
2020-03,0,1
2020-03,1,0
2020-03,0,1
2020-03,1,0
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,1,0
2020-03,1,0
2020-03,0,1
2020-03,1,0
2020-03,1,0
2020-03,0,1
2020-03,1,0
2020-03,1,0
2020-03,1,0
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,1,0
2020-03,0,1
2020-03,0,1
2020-03,1,0
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,1,0
2020-03,1,0
2020-03,0,1
2020-03,0,1
2020-03,1,0
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,1,0
2020-03,1,0
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,1,0
2020-03,1,0
2020-03,1,0
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,1,0
2020-03,1,0
2020-03,1,0
2020-03,0,1
2020-03,1,0
2020-03,1,0
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,1,0
2020-03,1,0
2020-03,1,0
2020-03,0,1
2020-03,0,1
2020-03,1,0
2020-03,0,1
2020-03,1,0
2020-03,1,0
2020-03,1,0
2020-03,1,0
2020-03,0,1
2020-03,1,0
2020-03,1,0
2020-03,0,1
2020-03,1,0
2020-03,0,1
2020-03,0,1
2020-03,1,0
2020-03,1,0
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,1,0
2020-03,0,1
2020-03,0,1
2020-03,1,0
2020-03,0,1
2020-03,1,0
2020-03,1,0
2020-03,1,0
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,1,0
2020-03,0,1
2020-03,0,1
2020-03,1,0
2020-03,0,1
2020-03,1,0
2020-03,1,0
2020-03,0,1
2020-03,1,0
2020-03,1,0
2020-03,1,0
2020-03,1,0
2020-03,1,0
2020-03,0,1
2020-03,0,1
2020-03,1,0
2020-03,0,1
2020-03,1,0
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,1,0
2020-03,0,1
2020-03,1,0
2020-03,1,0
2020-03,1,0
2020-03,1,0
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,1,0
2020-03,1,0
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,1,0
2020-03,1,0
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,1,0
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,1,0
2020-03,0,1
2020-03,1,0
2020-03,1,0
2020-03,0,1
2020-03,1,0
2020-03,0,1
2020-03,1,0
2020-03,1,0
2020-03,1,0
2020-03,1,0
2020-03,1,0
2020-03,1,0
2020-03,0,1
2020-03,1,0
2020-03,0,1
2020-03,1,0
2020-03,0,1
2020-03,0,1
2020-03,1,0
2020-03,0,1
2020-03,1,0
2020-03,1,0
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,1,0
2020-03,1,0
2020-03,1,0
2020-03,1,0
2020-03,0,1
2020-03,1,0
2020-03,1,0
2020-03,0,1
2020-03,1,0
2020-03,0,1
2020-03,0,1
2020-03,1,0
2020-03,1,0
2020-03,0,1
2020-03,0,1
2020-03,1,0
2020-03,1,0
2020-03,0,1
2020-03,1,0
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,0,1
2020-03,1,0
2020-03,1,0
2020-03,1,0
2020-03,0,1
2020-03,0,1
2020-03,1,0
2020-03,1,0
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,1,0
2020-02,1,0
2020-02,0,1
2020-02,0,1
2020-02,1,0
2020-02,1,0
2020-02,0,1
2020-02,1,0
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,1,0
2020-02,1,0
2020-02,0,1
2020-02,1,0
2020-02,0,1
2020-02,1,0
2020-02,1,0
2020-02,0,1
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,0,1
2020-02,1,0
2020-02,1,0
2020-02,0,1
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,0,1
2020-02,1,0
2020-02,1,0
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,1,0
2020-02,1,0
2020-02,0,1
2020-02,0,1
2020-02,1,0
2020-02,0,1
2020-02,1,0
2020-02,0,1
2020-02,0,1
2020-02,1,0
2020-02,0,1
2020-02,1,0
2020-02,0,1
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,1,0
2020-02,1,0
2020-02,0,1
2020-02,0,1
2020-02,1,0
2020-02,0,1
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,0,1
2020-02,1,0
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,1,0
2020-02,1,0
2020-02,0,1
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,0,1
2020-02,0,1
2020-02,1,0
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,0,1
2020-02,0,1
2020-02,1,0
2020-02,1,0
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,1,0
2020-02,0,1
2020-02,0,1
2020-02,1,0
2020-02,0,1
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,0,1
2020-02,0,1
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,0,1
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,1,0
2020-02,0,1
2020-02,0,1
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,0,1
2020-02,1,0
2020-02,0,1
2020-02,0,1
2020-02,1,0
2020-02,1,0
2020-02,0,1
2020-02,1,0
2020-02,1,0
2020-02,0,1
2020-02,1,0
2020-02,1,0
2020-02,0,1
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,0,1
2020-02,1,0
2020-02,1,0
2020-02,0,1
2020-02,1,0
2020-02,0,1
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,0,1
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,1,0
2020-02,1,0
2020-02,0,1
2020-02,1,0
2020-02,0,1
2020-02,1,0
2020-02,1,0
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,1,0
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,1,0
2020-02,0,1
2020-02,0,1
2020-02,1,0
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,1,0
2020-02,0,1
2020-02,1,0
2020-02,0,1
2020-02,0,1
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,0,1
2020-02,1,0
2020-02,0,1
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,1,0
2020-02,0,1
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,0,1
2020-02,1,0
2020-02,1,0
2020-02,0,1
2020-02,0,1
2020-02,1,0
2020-02,1,0
2020-02,0,1
2020-02,1,0
2020-02,0,1
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,0,1
2020-02,1,0
2020-02,1,0
2020-02,0,1
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,0,1
2020-02,0,1
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,1,0
2020-02,0,1
2020-02,1,0
2020-02,1,0
2020-02,0,1
2020-02,1,0
2020-02,0,1
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,0,1
2020-02,0,1
2020-02,1,0
2020-02,0,1
2020-02,1,0
2020-02,1,0
2020-02,0,1
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,0,1
2020-02,0,1
2020-02,1,0
2020-02,0,1
2020-02,1,0
2020-02,0,1
2020-02,0,1
2020-02,1,0
2020-02,0,1
2020-02,1,0
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,1,0
2020-02,1,0
2020-02,0,1
2020-02,0,1
2020-02,1,0
2020-02,0,1
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,0,1
2020-02,0,1
2020-02,1,0
2020-02,1,0
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,1,0
2020-02,0,1
2020-02,1,0
2020-02,0,1
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,1,0
2020-02,0,1
2020-02,0,1
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,1,0
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,0,1
2020-02,1,0
2020-02,0,1
2020-02,1,0
2020-02,1,0
2020-01,1,0
2020-01,1,0
2020-01,0,1
2020-01,1,0
2020-01,0,1
2020-01,1,0
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,1,0
2020-01,0,1
2020-01,1,0
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,1,0
2020-01,1,0
2020-01,1,0
2020-01,1,0
2020-01,0,1
2020-01,1,0
2020-01,1,0
2020-01,1,0
2020-01,0,1
2020-01,1,0
2020-01,0,1
2020-01,1,0
2020-01,1,0
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,1,0
2020-01,1,0
2020-01,0,1
2020-01,0,1
2020-01,1,0
2020-01,1,0
2020-01,1,0
2020-01,1,0
2020-01,1,0
2020-01,0,1
2020-01,0,1
2020-01,1,0
2020-01,1,0
2020-01,0,1
2020-01,1,0
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,1,0
2020-01,1,0
2020-01,0,1
2020-01,1,0
2020-01,0,1
2020-01,1,0
2020-01,1,0
2020-01,1,0
2020-01,0,1
2020-01,1,0
2020-01,1,0
2020-01,1,0
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,1,0
2020-01,1,0
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,1,0
2020-01,0,1
2020-01,1,0
2020-01,0,1
2020-01,1,0
2020-01,0,1
2020-01,1,0
2020-01,0,1
2020-01,1,0
2020-01,1,0
2020-01,0,1
2020-01,1,0
2020-01,0,1
2020-01,1,0
2020-01,1,0
2020-01,0,1
2020-01,1,0
2020-01,1,0
2020-01,0,1
2020-01,1,0
2020-01,0,1
2020-01,1,0
2020-01,0,1
2020-01,1,0
2020-01,1,0
2020-01,0,1
2020-01,1,0
2020-01,0,1
2020-01,1,0
2020-01,1,0
2020-01,0,1
2020-01,0,1
2020-01,1,0
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,1,0
2020-01,1,0
2020-01,1,0
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,1,0
2020-01,0,1
2020-01,1,0
2020-01,0,1
2020-01,0,1
2020-01,1,0
2020-01,1,0
2020-01,0,1
2020-01,1,0
2020-01,0,1
2020-01,1,0
2020-01,0,1
2020-01,0,1
2020-01,1,0
2020-01,1,0
2020-01,0,1
2020-01,1,0
2020-01,0,1
2020-01,0,1
2020-01,1,0
2020-01,1,0
2020-01,0,1
2020-01,1,0
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,1,0
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,1,0
2020-01,0,1
2020-01,1,0
2020-01,1,0
2020-01,1,0
2020-01,1,0
2020-01,0,1
2020-01,1,0
2020-01,1,0
2020-01,1,0
2020-01,1,0
2020-01,0,1
2020-01,1,0
2020-01,1,0
2020-01,1,0
2020-01,1,0
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,1,0
2020-01,0,1
2020-01,1,0
2020-01,1,0
2020-01,1,0
2020-01,1,0
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,1,0
2020-01,1,0
2020-01,1,0
2020-01,0,1
2020-01,1,0
2020-01,1,0
2020-01,0,1
2020-01,1,0
2020-01,1,0
2020-01,0,1
2020-01,0,1
2020-01,1,0
2020-01,0,1
2020-01,1,0
2020-01,0,1
2020-01,0,1
2020-01,1,0
2020-01,1,0
2020-01,1,0
2020-01,0,1
2020-01,0,1
2020-01,1,0
2020-01,0,1
2020-01,1,0
2020-01,1,0
2020-01,1,0
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,1,0
2020-01,0,1
2020-01,0,1
2020-01,1,0
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,1,0
2020-01,1,0
2020-01,1,0
2020-01,0,1
2020-01,0,1
2020-01,1,0
2020-01,1,0
2020-01,1,0
2020-01,0,1
2020-01,1,0
2020-01,0,1
2020-01,1,0
2020-01,0,1
2020-01,0,1
2020-01,1,0
2020-01,1,0
2020-01,0,1
2020-01,1,0
2020-01,1,0
2020-01,1,0
2020-01,0,1
2020-01,1,0
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,1,0
2020-01,0,1
2020-01,0,1
2020-01,1,0
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,1,0
2020-01,1,0
2020-01,1,0
2020-01,1,0
2020-01,0,1
2020-01,1,0
2020-01,1,0
2020-01,1,0
2020-01,0,1
2020-01,1,0
2020-01,1,0
2020-01,1,0
2020-01,0,1
2020-01,1,0
2020-01,1,0
2020-01,1,0
2020-01,0,1
2020-01,1,0
2020-01,1,0
2020-01,1,0
2020-01,1,0
2020-01,1,0
2020-01,1,0
2020-01,1,0
2020-01,1,0
2020-01,1,0
2020-01,0,1
2020-01,1,0
2020-01,1,0
2020-01,1,0
2020-01,1,0
2020-01,1,0
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,1,0
2020-01,1,0
2020-01,0,1
2020-01,1,0
2020-01,0,1
2020-01,1,0
2020-01,0,1
2020-01,0,1
2020-01,1,0
2020-01,1,0
2020-01,1,0
2020-01,1,0
2020-01,0,1
2020-01,1,0
2020-01,0,1
2020-01,1,0
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,1,0
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,1,0
2020-01,0,1
2020-01,1,0
2020-01,1,0
2020-01,1,0
2020-01,0,1
2020-01,1,0
2020-01,0,1
2020-01,0,1
2020-01,0,1
2020-01,1,0
